A_count	T_count	G_count	C_count	Geneid	d11_KO_Lhx8	d11_KO_Stat3	d11_KO_Sub1	d13_KO_Ccnk	d13_KO_Dynll1	d13_KO_Ell3	d13_KO_Foxr1	d13_KO_Hes6	d13_KO_Kdm1b	d13_KO_Mef2b	d13_KO_Nobox	d13_KO_Noto	d13_KO_Sfr1	d13_KO_Tbpl2	d13_KO_Tcf25	d13_KO_Thap7	d13_KO_Ybx3	d11_WT	d13_WT
16	15	39	30	Slc25a3	762.595	587.805	774.815	740.815	772.775	625.04	557.97	582.57	700.92	625.31	785.805	677.595	592.175	755.815	584.995	744.135	691.84	974.37	637.01
23	19	23	35	Phtf1	97.915	113.085	107.19	38.45	67.16	19.6	23.43	18.975	25.135	19.66	38.275	27.53	29.73	71.63	25.735	28.265	54.74	33.975	18.445
19	17	30	34	Pick1	71.725	63.725	87.485	117.65	75.28	85.935	95.605	99.77	105.745	97.015	98.445	103.23	100.845	78.58	122.77	110.855	95.92	101.355	105.04
14	28	36	22	Piga	44	44.355	30.89	22.16	20.39	16.17	18.6	16.34	20.41	17.135	31.13	16.785	19.975	33.79	15.96	18.155	25.305	27.345	14.6
13	22	31	34	Pigf	205.095	153.43	128.085	90.4	112.26	73.605	77.75	92.04	72.635	83.295	73.355	85.44	80.36	148.16	72.45	76.8	109.185	100.795	71.82
14	17	29	40	Pik3c2a	74.265	93.935	73.115	64.305	41.045	46.81	59.835	39.775	44.145	50.545	39.19	47.61	51.665	83.105	57.53	56.37	56.525	60.28	53.9
21	30	28	21	Pik3cd	16	7.92	23.79	182.025	53.905	247.28	279.725	238.905	205.65	272.44	3.34	189.985	290.16	56.595	295.415	178.605	117.265	107.05	260.74
6	15	59	20	Pik3r1	14.26	15.745	16.825	36.495	9.045	29.805	42.38	28.685	39.975	32.815	10.64	32.125	39.53	22.13	43.455	27.62	27.175	29.06	39.83
17	30	12	41	Pik3r3	274.395	330.605	257.605	127.545	218.29	75.85	94.96	85.72	84.31	82.665	298.845	72.735	106.885	185.445	133.55	74.17	146.53	94.58	82.59
13	8	27	52	Pim1	47.535	62.2	62.47	10.1	138.67	4.39	16.225	5.405	12.465	9.98	66.2	13.075	6.05	33.655	3.03	5.11	35.08	40.44	3.05
15	28	28	29	Pip5k1a	108.02	167.32	126.855	42.845	101.04	21.385	34.65	19.51	34.185	26.87	65.275	33.565	32.785	77.815	37.745	27.82	51.455	49.9	30.165
21	12	25	42	Pja1	63.63	48.585	49.5	135.865	43.805	111.215	141.3	119.74	138.045	131.465	165.26	113.315	145.525	92.065	143.06	121.26	115.38	117.405	116.71
14	22	34	30	Pkm	186.49	243.465	238.54	294.51	349.77	257.86	281.485	255.425	238.51	267.755	339.34	203.095	278.93	246.425	305.21	243.165	261.885	342.09	245.395
16	14	48	22	Prkaca	100.655	129.745	116.3	134.15	130.325	98.31	107.135	99.14	126.165	112.35	191.785	129.35	120.73	113.925	120.485	114.705	121.31	142.33	109.71
10	13	46	31	Prkacb	42.39	33.46	41.055	101.155	34.015	73.73	101.84	71.505	81.735	87.44	103.515	88.905	85.02	60.4	94.62	90.955	78.55	90.27	88.4
8	13	48	31	Prkcd	72.82	58.585	98.795	115.055	81.19	97.73	114.18	108.705	123.155	113.435	142.355	109.25	112.22	94.13	121.285	100.66	115.3	121.085	107.385
12	11	43	34	Prkci	38.615	67.9	55.65	12.245	96.315	7.295	10.355	7.245	11.985	9.12	35.64	11.975	9.09	44.025	9.51	8.74	16.695	23.98	8.295
14	18	26	42	Pkig	123.265	79.12	118.81	133.95	70.625	92.13	101.17	94.645	102.825	99.405	216.9	118.07	104.66	135.84	87.555	129.095	120.83	166.565	96.975
8	12	44	36	Lypla1	66.49	83.35	68.375	134.66	118.32	154.29	169.745	143.555	163.57	150.165	116.22	156.825	136.92	109.54	161.365	155.295	112.775	134.51	171.625
31	16	31	22	Pla2g1b	41.795	23.565	29.455	0.315	62.855	0.25	1.325	1.61	4.58	0.12	4.46	4.6	2.11	20.14	0.85	6.41	21.35	25.63	0
16	13	35	36	Plaa	144.81	181.06	140.72	92.38	142.51	87.085	95.52	89.205	89.165	82.185	74.39	77.08	94.1	117.135	113.28	85.735	81.655	81.2	96.515
10	18	37	35	Papola	273.615	337.245	273.19	156.095	244.45	148.885	160.35	133.565	139.205	130.26	181.075	144.63	143.05	214.34	150.3	141.665	169.575	178.485	148.45
19	18	16	47	Plat	34.67	32.88	33.13	107.71	17.94	117.085	131.31	119.795	89.32	121.405	47.445	81.525	131.995	57.71	100.465	72.84	67.5	65.67	90.775
10	8	48	34	Plcb3	29.61	45.95	48.725	19.245	82.97	8.335	13.055	7.685	10.87	11.375	37.605	15.105	11.715	26.08	11.855	11.97	24.44	33.055	9.74
8	15	41	36	Plcd1	19.95	16.98	18.38	2.64	19.405	0.98	3.425	2.225	3.485	2.385	15.555	4.415	1.93	7.335	1.21	2.86	13.97	16.805	0.475
14	11	36	39	Plcg1	80.14	108.985	80.245	56.34	94.76	27.265	44.505	27.555	39.425	43.515	119.275	47.205	42.735	60.955	43.9	43.52	60.85	73.335	35.77
9	11	31	49	Pld1	5.085	4.465	4.67	11.035	2.89	13.095	15.055	17.195	17.18	14.66	4.585	14.25	22.11	5.005	19.34	13.165	11.48	8.885	15.1
14	14	26	46	Pld3	115.775	79.67	165.22	119.705	105.86	78.865	97.41	102.835	107.345	114.54	194.585	91.205	112.075	115.43	85.465	103.14	131.275	121.38	81.105
8	23	22	47	Pa2g4	204.775	246.395	216.76	156.605	293.69	125.735	143.395	134.09	141.385	137.965	188.19	123.755	147.815	199.935	157.48	148.785	177.105	177.885	127.48
24	17	33	26	Plk1	32.975	60.335	44.905	90.945	83.755	85.87	93.05	86.16	72.375	85.97	28.89	64.005	105.175	68.28	99.215	76.25	57.7	53.64	76.59
11	15	36	38	Plp2	43.87	34.67	38.725	3.455	60.955	1.63	3.38	1.76	2.39	1.9	35.195	4.46	2.78	24.61	3.14	4.995	10.46	15.305	2.8
16	17	30	37	Lcp1	19.625	3.05	64.665	244.23	6.525	243.83	243.465	255.8	256.13	248.355	117.64	186.13	255.285	79.665	244.45	181.485	139.05	130.38	226.1
19	14	23	44	Pltp	20.02	10.705	20.615	1.855	25.195	0.745	2.18	1.425	2.175	1.215	2.4	1.955	2.125	8.895	0	0.85	3.345	5.23	0.18
4	7	31	58	Plxna1	37.46	51.24	63.45	66.35	55.7	39.78	57.385	34.825	49	56.15	98.485	61.355	56.805	40.85	58.285	40.745	41.37	61.8	58.34
21	28	17	34	Pml	7.6	17.02	13.47	12.645	29.86	9.075	11.4	9.755	10.86	9.58	16.24	11.32	11.625	9.325	16.675	10.785	12.365	13.38	8.525
22	21	30	27	Pms2	100.675	126.66	123.06	37.135	79.605	19.925	23.84	18.84	25.26	19.83	32.6	25.07	29.315	66.575	28.745	23.82	42.695	24.485	24.105
19	3	59	19	Ppp1r14b	37.155	52.86	57.245	8.105	59.93	12.295	12.715	11.835	13.78	8.585	31.005	13.585	12.17	36.435	14.52	16.715	29.18	22.665	14.445
17	21	30	32	Pnn	214.125	208.65	195.93	117.45	225.72	124.025	135.875	115.035	124.885	99.095	211.18	142.74	114.8	191.585	125.205	127.44	148.265	174.24	120.245
12	15	45	28	Pola2	54.925	84.41	68.785	32.975	93.595	21.3	26.935	26.61	24.16	26.1	59.04	26.285	31.375	68.25	28.635	20.73	42.51	30.355	21.285
16	13	24	47	Polb	112.67	122.5	140.155	101.525	97.78	95.38	87.48	99.025	93.475	93.105	220.16	99.97	75.51	114.66	81.465	102.885	94.56	121.75	92.88
12	16	45	27	Pold1	78.98	150.5	97.31	84.755	206.26	52.005	57.435	44.16	56.68	61.575	205.465	57.77	65.935	97.71	72.5	57.5	56.005	57.73	54.695
15	14	48	23	Pold2	66.52	67.265	83.365	131.715	77.9	88.505	82.25	85.155	94.485	106.085	156.01	96.215	101.95	100.56	103.825	111.665	98.395	125.085	80.39
12	13	48	27	Pole	132.18	160.18	121.795	63.385	145.205	36.145	44.4	34.095	38.12	44.79	77.955	39.07	46.745	96.495	52.665	41.345	67.88	27.12	49.12
14	19	34	33	Polg	53.8	82.425	64.455	57.705	102.25	36.24	41.46	33.265	43.97	46.89	67.35	39.28	46.975	56.725	51.345	45.22	42.015	55.14	46.42
21	36	11	32	Cnot7	164.06	170.935	133.34	66.35	113.625	48.91	69.48	52.94	65.725	52.13	87.49	67.625	66.775	119.145	57.005	63.36	105.16	104.56	47.835
16	12	37	35	Por	231.11	312.475	269.255	118.485	174.075	48.205	63.435	48.71	64.83	58.34	213.68	56.435	68.535	223.96	53.98	55.97	112.85	74.825	54.57
13	17	39	31	Pou2f2	2.095	0.51	2.97	20.33	7.125	20.335	27.135	19.085	20.165	24.435	13.215	17.35	26.135	3.68	25.46	14.77	13.255	3.76	19.745
17	15	34	34	Pou5f1	30.4	91.18	71.58	621.05	345.645	716.48	697.1	743.45	673.13	708.6	4.76	669.205	646.65	340.51	690.37	644.115	441.685	382.89	701.685
12	12	56	20	Ppard	17.2	20.535	24	27.2	26.425	12.395	23.09	15.62	12.2	23.38	21.57	16.77	28.945	13.065	19.715	15.055	19.93	22.625	17.44
11	30	26	33	Scand1	143.06	80.5	170.395	180.96	84.49	208.25	164.11	185.445	197.145	206.19	180.845	247.745	202.735	196.68	167.365	263.46	225.775	254.515	207.495
18	16	32	34	Ctsa	99.065	62.21	177.51	67.735	76.32	53.255	58.465	55.265	61.07	63.995	62.075	65.05	65.025	75.11	54.21	72.7	82.8	98.675	49.44
19	13	32	36	Sypl	107.78	115.635	93.52	166.23	70.26	167.18	182.205	181.23	196.08	167.23	78.445	158.26	179.29	135.65	202.725	181.19	134.94	137.225	203.26
13	8	34	45	Ppib	872.625	846.65	963.72	971.655	842.635	823.08	760.1	795.89	983.11	875.81	774.8	1139.44	779.415	1017.605	661.435	931.995	881.855	989.72	806.105
15	11	31	43	Ppic	177.47	151.095	129.84	41.975	120.84	22.975	41.155	25.755	60.985	37.25	247.06	37.195	31.515	131.59	22.145	43.73	110.89	165.1	18.74
9	10	45	36	Ppm1a	74.2	66.79	78.085	118.7	80.465	97.54	109.69	100.105	105.495	100.845	107.71	104.95	121.34	96.415	123.44	100.82	83.555	125.66	109.915
20	33	17	30	Ppm1b	28.31	25.94	24.135	33.705	30.935	29.96	33.155	31.02	31.68	32.115	25.025	28.035	36.11	31.94	33.745	30.645	33.4	44.585	36.02
18	4	59	19	Ppp1ca	704.175	783.915	756.46	662.63	823.02	546.455	550.4	514.185	582.585	576.98	1266.05	600.715	590.68	803.93	566.915	721.455	634.575	952.94	561.4
18	11	49	22	Ppp1cb	179.28	215.495	150.475	70.36	219.85	50.66	65.545	46.24	78.24	50.26	151.25	57.815	59.915	145.425	65.26	64.815	110.03	133.075	54.195
11	13	25	51	Ppp1cc	11.545	15.675	9.415	8.365	12.85	7.015	8.975	4.665	6.255	6.475	11.355	10.26	7.99	10.695	9.05	8.01	6.3	12.18	7.275
7	13	31	49	Ppp2ca	284.14	253.865	293.555	285.845	326.275	274.455	286.805	258.115	264.31	265.485	328.56	258.665	283.395	314.155	302.12	286.89	274.89	399.975	278.11
14	12	37	37	Ppp2cb	138.23	161.39	172.21	197.61	186.07	188.125	181.135	174.555	162.765	179.125	202.64	191.39	174.455	183.4	161.215	174.63	173.465	198.31	198.94
13	29	23	35	Ppp3cb	104.765	149.455	129.58	128.48	108.835	129.13	143.01	130.755	139.27	122.76	100.855	131.03	125.065	121.535	160.615	124.74	126.985	118.765	139.175
16	11	42	31	Ppp3cc	166.615	163.555	138.14	50.75	95.89	35.37	38.03	35.185	38.755	34.105	59.99	48.79	41.365	102.27	44.485	44.745	80.6	55.15	41.745
27	27	27	19	Ppp3r1	103.815	123.46	96.945	108.525	160.495	118.94	141.625	131.315	131.46	119.485	136.095	114.69	127.66	132.855	142.415	114.3	110.275	160.76	130.395
7	16	51	26	Ppp5c	165.605	163.33	168.805	149.93	155.82	101.185	116.925	106.365	110.785	116.805	214.655	125.66	112.865	141.745	108.36	121.215	133.735	142.185	113.665
17	25	26	32	Nup88	167.8	202.66	181.33	110.01	212.55	98.24	116.46	97.01	111.735	102.065	178.51	98.315	117.34	162.255	121.445	118.56	123.665	122.59	102.675
4	13	31	52	Mob4	38.015	51.945	44.195	87.255	35.89	92.575	103.83	92.83	100.08	87.4	47.355	97.225	91.325	63.875	93.75	81.885	66.485	86.055	94.28
6	18	31	45	Prep	59.245	87.405	70.225	80.7	153.16	54.35	74.815	74	72.915	69.03	92.385	54.175	85.815	75.335	81.995	66.475	61.41	83.515	57.63
22	32	26	20	Srgn	17.525	6.015	53.885	95.635	9.935	88.715	72.465	75.18	89.295	59.98	19.72	79.11	77.49	34.37	88.02	88.41	78.53	48.215	82.27
18	20	28	34	Prim1	149.515	149.1	103.285	95.31	166.47	101.57	106.555	106.82	80.935	89.025	131.785	88.49	95.395	155.03	112.8	102.62	111.09	114.38	99.9
16	19	32	33	Prkab1	30.625	21.04	36.385	70.175	42.18	78.515	97.1	95.98	68.645	94.67	32.3	69.495	100.695	40.705	99.08	80.23	60.1	45.75	80.83
18	16	36	30	Prkag1	161.54	168.72	135.345	131.44	146.66	102.395	102.605	102.89	109.52	123.925	130.6	110.95	112.615	165.255	107.32	115.855	137.7	115.04	82.07
20	35	18	27	Prkar1a	265.955	224.965	239.135	174.815	238.865	139.175	160.76	140.165	165.74	146.475	212.73	135.82	147.615	245.255	156.045	159.395	204.63	286.32	153.93
11	12	39	38	Prkar2a	13.52	10.71	14.375	56.465	16.41	49.455	64.135	44.62	46.935	55.295	34.395	53.275	57.925	27.045	67.68	46.03	37.865	34.075	55.69
23	16	26	35	Prkcsh	198.28	166.18	180.23	144.635	178.685	112.445	108.88	102.075	125.27	116	220.08	111.605	119.195	186.225	119.515	100.145	153.05	186.115	116.99
27	20	19	34	Prps1	49.64	23.665	27.34	35.595	34.345	23.02	31	30.32	34.53	23.315	99.73	20.25	34.735	28.995	26.39	29.425	34.565	71.25	25.62
20	17	33	30	Lgmn	118.93	99.11	298.68	93.49	198.33	82.13	91.73	93.345	101.9	96.375	283.31	78.67	93.995	112.3	63.79	77.61	115.215	83.75	76.575
17	11	44	28	St14	4.145	3.205	1.045	5.36	8.895	2.41	3.41	3.405	2.685	3.89	9.64	3.125	5.25	3.52	6.395	2.94	2.525	2.905	2.445
3	12	23	62	Npepps	92.155	118.94	108.91	47.495	118.265	30.93	47.75	31.2	49.17	33.76	93.635	38.755	39.16	86.975	41.38	36.47	52.33	77.45	37.255
9	20	24	47	Psap	636.275	508.235	1299.55	647.54	587.92	535.745	581.21	528.175	710.075	582.075	1237.125	490.035	607.965	525.94	553.155	560.805	809.015	809.795	560
14	21	29	36	Helq	31.935	32.92	34.97	35.415	40.625	29.88	42.68	33.22	29.36	33.97	28.16	31.46	38.57	25.645	43.55	32.305	37.725	38.045	39.49
14	27	36	23	Cyth2	159.545	193.815	130.415	110.7	153.715	91.75	99.605	88.02	84.145	95.605	147.735	91.62	95.015	142.535	89.8	100.01	119.505	135.365	80.77
16	14	35	35	Psen1	62.45	75.785	92.495	166.33	60.645	110.43	154.495	127.82	126.71	141.215	100.105	116.695	163.65	106.68	156.715	135.19	121.03	132.4	104.775
17	8	46	29	Psen2	28.49	20.73	44.025	141.845	16.99	124.215	149.235	138.755	145.38	137.045	37.915	126.39	163.15	94.045	142.21	139.835	105.015	132.485	130.055
40	18	15	27	Psma2	393.465	335.5	388.85	314.095	421.55	365.335	319.565	411.555	386.975	344.935	342.115	361.305	326.16	442.78	356.185	431.07	380.105	437.095	406.705
21	11	44	24	Psmb1	638.36	493.5	564.43	345.505	655.575	379.67	305.36	379.8	404.335	327.82	436.72	371.48	317.735	534.37	319.075	409.16	477.905	461.275	387.28
32	13	31	24	Psmb4	1429.81	1587.92	1266.21	950.205	1027.115	900.45	767.635	867.215	1015.215	857.48	1127.15	1003.81	857.41	1422.275	859.32	1122.845	1033.505	1156.99	940.105
16	24	32	28	Psmb5	62.045	72.84	72.705	121.1	97.9	155.97	116.56	145.085	144.005	121.7	94.865	138.09	135.185	124.62	129.725	157.86	138.55	128.785	152.23
23	21	25	31	Psmb6	631.52	581.845	680.14	622.605	665.205	682.66	614.23	733.275	704.795	653.28	644.835	692.66	651.245	665.195	694.28	757.305	683.375	691.325	711.185
10	29	25	36	Psmb7	537.095	426.61	503.44	611.095	464.775	693.17	600.495	659.1	665.485	614.485	347.695	611.86	617.82	609.45	645.63	692.4	613.435	635.48	706.71
10	43	27	20	Psmc1	269.475	257.475	238.1	290.32	324.42	278.395	259.18	284.63	305.815	256.05	362.245	246.405	276.005	327.215	302.945	324.185	243.465	300.58	298.155
13	15	29	43	Psmc2	220.005	188.745	199.065	301.67	259.065	275.73	291.825	314.785	308.8	293.59	346.64	259.11	295.865	257.725	309.645	310.62	302.245	371.035	295.81
14	20	22	44	Psmc3	582.775	653.3	625.08	547.065	583.635	468.7	460.385	496.335	516.85	457.7	703.87	446.48	522.375	641.44	514.075	567.625	525.98	667.835	471.305
16	21	29	34	Psmc3ip	77.85	80.69	108.365	51.58	78.945	82.585	79.08	85.46	76.805	91.52	76.435	82.87	81.975	87.065	79.24	82.83	86.935	94.955	86.565
15	21	33	31	Psmc5	301.79	308.065	260.47	411.755	461.82	456.135	451.77	468.54	433.73	440.66	376.42	349.57	466.3	378.02	492.945	465.155	425.435	398.25	433.645
23	22	27	28	Psmd4	318.8	325.01	411.205	554.81	405.045	533.22	558.46	565.095	509.35	550.31	521.095	481.04	580.68	450.63	507.345	580.765	480.83	552.085	482.075
13	18	24	45	Psme1	180.185	196.825	185.45	30.49	195.77	10.295	17.985	15.07	29.595	17.8	216.455	20.72	17.045	125.935	8.225	36.825	85.06	97.105	10.915
16	13	40	31	Psme3	173.285	274.935	260.765	241.525	399.095	213.425	269.925	234.435	245.26	238.965	197.76	208.325	273.88	207.795	293.07	218.125	195.905	224.35	257.03
15	18	42	25	Pstpip1	9.695	2.465	7.735	95.025	6.805	66.17	76.125	92.88	75.06	73.375	83.45	53.955	88.965	53.49	116.15	81.325	52.11	61.84	72.215
25	25	30	20	Pstpip2	1.35	1.49	1.055	7.44	10.405	7.605	6.17	5.355	7.93	6.235	13.705	8.17	9.135	2.38	7.62	9.755	10.24	7.685	7.27
30	19	30	21	Rhox6	74.38	80.26	27.805	17.21	43.66	3.745	1.68	3.93	3.55	2.825	79.36	5.465	4.175	100.98	6.585	13.565	22.93	9.695	9.02
18	21	22	39	Ptbp1	131.035	157.585	145.475	76.32	246.11	69.39	91.055	79.225	87.3	82.335	112.095	63.12	96.485	133.075	90.845	64.77	111.825	121.315	65.12
9	11	47	33	Dicer1	48.915	60.385	61.465	165.51	56.25	166.32	201.91	172.605	156.8	182.65	108.465	122.845	199.15	88.945	225.7	129.365	102.895	126.795	197.025
15	11	47	27	Bspry	6.86	6.855	7.65	67.18	22.45	43.325	55.935	51.55	53.325	61.66	32.26	44.19	63.815	25.465	63.71	54.225	30.75	50.26	52.59
20	22	26	32	Ptgds	48.37	61.24	23.495	319.395	23.725	208.7	141.845	181.08	182.7	178.175	275.28	225.385	179.15	119.02	214.525	207.7	150.59	139.075	154.83
24	17	33	26	Mvd	42.03	75.08	68.15	119.29	167.74	75.26	67.765	70.43	98.605	85.68	68.21	72.275	102.615	79.905	124.505	86.305	68.77	117.585	75.915
18	25	22	35	Prpf8	159.085	231.755	206.32	159.86	194.04	92.335	142.155	85.58	106.735	131.73	149.105	107.36	134.955	135.975	154.525	114.135	120.36	117.54	134.535
17	11	36	36	Casc3	104.26	147.08	145.595	51.98	147.19	32.205	40.92	29.86	34.835	35.075	120.055	45.615	34.615	85.585	42.54	34.51	64.285	63.27	36.535
15	24	35	26	Ufsp2	78.305	63.48	56.35	58.1	87.85	56.095	57.245	59.31	63.77	54.32	72.165	54.825	54.125	68.295	54.64	69.6	71.985	72.065	51.53
8	18	31	43	Eif4a3	184.675	159.065	154.56	171.905	253.595	141.965	161.88	159.835	154.37	162.8	171.38	136.07	154.95	185.96	146.04	163.45	145.75	171.325	138.55
10	16	27	47	Fam195b	260.815	237.655	233.815	137.725	253.84	114.47	98.78	101.15	114.59	109.35	200.445	138.525	113.965	236.845	105.62	146.135	153.87	178.89	110.23
28	19	39	14	Rwdd4a	13.65	18.885	18.23	12.145	27.745	8.22	7.4	7.415	8.89	9.425	14.925	9.035	9.265	23.01	10.65	10.755	16.51	17.45	7.42
17	26	20	37	Flna	175.605	206.43	186.55	49.33	94.42	16.09	34.525	17.205	39.67	29.4	145.245	31.665	31.5	101.165	22.34	32.87	100.73	109.925	18.555
30	28	11	31	Nadk	128.175	142.78	146.69	77.405	146.92	49.73	61.435	53.065	66.085	53.585	115.89	54.235	72.89	122.355	62.985	76.855	94.18	135.22	56.885
45	11	27	17	Luc7l2	124.14	126.815	102.35	74.43	100.15	61.045	70.635	51.36	69.605	57.3	101.41	79.16	66.975	97.545	72.23	65.465	83.205	95.89	72.615
21	3	55	21	Ptgfrn	38.34	43.795	39	133.35	49.735	98.85	138.79	105.035	116.345	129.475	81.665	106.415	142.86	55.45	155.555	98.425	81.48	69.525	139.275
10	19	12	59	Ptgis	16.285	14.685	9.34	51.195	8.87	60.76	58.265	70.07	76.39	63.04	8.735	60.665	64.485	35.575	62.35	53.07	41.57	37.86	61.7
27	11	53	9	Hexim1	68.83	73.485	74.91	24.09	59.495	13.855	18.76	11.98	17.415	15.34	50.58	22.135	16.315	62.135	14.14	17.03	33.26	32.295	12.68
11	17	35	37	Slc25a36	54.085	76.695	46.095	24.345	74.4	16.72	23.265	17.015	25.76	16.105	38.195	17.77	18.74	41.77	19.835	19.75	33.23	46.745	20.37
11	15	40	34	Nrbp1	643.945	749.865	695.56	380.38	478.72	223.89	274.81	252.935	252.965	260.02	414.475	263.255	290.52	516.12	285.03	278.44	350.355	373.36	258.235
18	20	27	35	Ptma	188.935	181.525	112.195	64.055	166.515	59.99	55.295	55.42	78.645	42.115	105.45	65.045	49.655	111.92	57.155	46.66	84.935	109.935	56.05
21	10	36	33	Tmsb10	94.775	46.915	97.965	243.72	56.925	367.39	237.17	301.005	325.815	271.41	101.825	407.97	238.495	160.655	212.83	325.625	230.545	275.985	343.68
19	17	43	21	Tmsb4x	2359.255	1377.39	2948.065	194.815	672.675	165.365	160.39	86.69	437.525	136.105	765.18	237.73	127.375	1063.045	40.3	307.015	1385.8	2058.6	39.925
8	10	42	40	Ptp4a2	86.39	82.855	94.885	105.89	91.475	89.145	115.685	87.915	111.815	90.405	125.785	91.85	107.76	94.95	124.435	87.335	88.96	151.6	93.35
13	5	54	28	Ptpn11	31.8	40.365	45.895	112.465	57.04	88.49	124.39	77.305	88.59	110.585	61.935	99.3	112.185	50.19	130.37	86.585	62.7	80.84	101.975
12	10	48	30	Ptpn12	165.82	220.205	166.9	35.995	165.725	20.755	28.355	16.515	28.98	18.685	77.18	21.495	21.435	104.44	19.345	22.435	63.645	55.32	23.635
15	11	23	51	Dusp1	111.395	85.525	150.475	13.835	155.24	16.28	30.565	12.915	35.26	26.01	104.285	37.23	20.295	83.32	5.87	23.13	73.41	57.52	7.855
19	20	34	27	Ptpn18	11.055	7.855	52.715	196.18	11.595	440.435	375.475	423.2	376.835	438.11	22.215	402.505	393.065	127.085	359.015	367.23	247.33	217.11	462.13
14	15	31	40	Ptpn2	51.555	63.41	49.41	26.565	37.95	20.08	24.175	21.85	21.88	21.275	42.465	20.505	23.14	43.395	24.6	21.6	30.975	29.69	18.765
19	8	35	38	Ptpra	282.3	366.99	260.225	113.005	220.365	63.61	77.205	60.15	83.955	72.575	126.3	83.54	88.14	200.42	83.465	71.345	141.84	83.59	55.73
18	21	37	24	Wdr81	10.745	13.995	21.45	16.82	39.315	9.235	13.605	8.335	11.31	12.275	23.125	11.505	16.13	10	14.59	11.925	12.31	27.305	10.44
18	23	42	17	Pla2g15	17.195	16.195	22.56	53.04	23.45	36.69	48.495	47.605	40.075	44.255	27.425	33.63	61.305	19.565	52.57	42.255	41.71	34.465	37.775
20	14	43	23	Ell2	96.92	94.705	82.22	100.24	38.295	109.14	134.185	117.755	110.76	106.97	50.16	107.555	115.705	74.41	136.14	83.135	107.88	65.44	124.46
35	21	28	16	Rfpl4	0.155	1	1.325	168.065	3.33	356.74	349.5	426.43	416.2	333.79	0.195	259.075	364.705	47.06	319.35	262.36	252.95	71.735	395.88
18	3	37	42	Arhgdia	271.57	315.375	387.82	356.165	401.755	285.7	326.215	328.92	327.09	363.58	341.705	296.61	368.595	354.45	325.545	354.955	374.135	379.43	301.44
14	9	51	26	Rassf3	35.125	49.15	45.74	43.84	100.435	45.42	51.365	46.645	46.765	41.49	104.41	36.075	48.945	36.17	56.545	33.4	37.56	20.265	47.78
16	7	47	30	Ptprf	67.165	94.735	121.365	159.025	128.945	92.87	140.81	101.285	95.68	135.58	76.25	108.46	154.94	69.745	179.14	103.875	84.375	87.84	120.435
17	11	34	38	Ptprs	77.345	117.525	101.375	37.725	142.085	16.555	28.945	15.925	27.66	24.855	122.105	22.77	27.905	42.19	31.56	18.43	32.61	35.88	20.88
24	16	43	17	Pvrl2	56.39	39.025	41.575	25.175	32.945	9.69	16.63	8.26	18.79	13.865	90.97	12.945	16.65	30.865	10.99	14.555	31.69	49.355	10.935
18	22	39	21	Pex19	101.3	149.105	91.665	62.125	121.605	49.56	55.425	47.255	50.84	52.12	115.33	47.375	57.64	91.595	58.07	58.465	71.78	72.465	48.945
7	8	40	45	Abcd3	59.9	59.975	73.31	172.705	50.19	139.77	164.14	150.255	153.69	147.115	101.435	119.865	162.235	118.995	178.365	158.08	131.3	150.25	149.72
13	9	32	46	Pxmp2	105.375	106.215	59.645	83.45	66.67	110.775	75.36	83.6	76.685	94.565	117.005	107.08	78.415	93.9	78.34	100.82	95.75	98.085	95.83
7	19	25	49	Pex5	54.2	57.82	63.51	94.945	44.545	86.665	108.445	88.735	92.095	98.58	81.21	97.905	87.945	55.02	96.04	75.54	72.745	69.965	102.81
48	15	18	19	Slu7	55.51	50.48	49.455	41.725	54.9	32.82	43.075	38.225	31.55	36.915	48.7	30.35	44.415	41.085	41.695	36.61	44.67	41.87	26.545
14	24	35	27	Rab1	234.055	231.89	219.455	275.275	203.285	278.5	283.075	263.435	317.24	259.055	219.645	298.73	243.9	265.39	299.815	286.54	269.185	320.955	316.31
10	11	41	38	Rab10	134.535	149.33	134.74	136.57	137.16	115.205	138.485	114.755	130.385	115	132.075	119.02	130.79	145.795	151.58	124.495	140.72	168.83	127.145
24	14	31	31	Rab18	105.905	136.49	105.53	52.225	101.485	60.845	61.77	51.65	65.665	53.405	86.54	56.33	56.08	99.41	67.65	63.125	84.185	96.32	52.85
12	16	39	33	Rab20	32.67	15.19	45.06	29.04	13.19	21.055	19.62	11.595	22.83	17.635	71.675	21.495	19.415	36.945	14.265	18.94	26.97	28.015	16.99
11	13	39	37	Rab22a	187.765	173.22	158.32	256.275	117.18	243.49	251.47	243.475	244.725	247.465	194.605	241.44	265.84	205.865	269.58	258.885	211.545	205.805	246.465
16	14	31	39	Rab24	134.415	114.555	108.39	55.42	103.305	53.7	46.205	46.66	55.25	48.715	80.29	51.14	43.55	96.945	42.135	66.525	81.99	86.97	60.42
14	12	23	51	Rab3d	8.21	10.265	42.275	315.24	15.465	316.515	383.84	317.59	317.235	368.79	151.09	320.035	379.095	162.665	343.915	334.25	244.23	314.825	334.865
2	23	17	58	Rab4a	20.725	10.895	20.575	89.89	23.715	98.775	91.82	100.435	74.445	98.06	42.11	79.225	85.125	48.6	89.975	77.95	75.155	57.835	78.735
13	17	35	35	Rab4b	67.115	51.76	72.485	90.865	81.265	74.3	79.09	72.46	77.795	88.67	101.075	90.485	82.29	67.2	83.64	100.22	96.27	89.035	80.72
